"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=pilosa&show=full"
"Access Time","Fri 2017-03-10 17:36:31 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","pilosa"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.105"
"Records Found","865"
"Records Returned","865"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"1243337","occ","","","144793","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Laventan","","13.8","11.8","Tejada-Lara et al.","2015","53470","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-73.516670","-10.400000","IN-DTC-32","","","PE","Ucayali","","estimated from map","minutes","","Río Mapuya, 7 km upstream the locality IN-DTC 28","gp_mid","-70.32","-9.66","201","PE","","Ipururo","","","","Laventan","","","","","","","","","conglomerate","","lithified","","","","","","","","foreshore","","Vertebrate remains accumulate mainly in Miocene conglomerates from the Ipururo Formation, interpreted as storm deposits channelized in nearshore environment (Espurt et al. 2007, 2010). ","macrofossils","","","teeth","","","","Fragmentary ectometaloph of a left M3 (MUSM 1477)","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","MUSM: Museo de Historia Natural de la Universidad Nacional Mayor de San Marcos, Lima, Peru","Fragmentary ectometaloph of a left M3 (MUSM 1477)","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"1243349","occ","","","163841","Mylodontidae indet.","family","43629","","Mylodontidae","","family","43629","Laventan","","13.8","11.8","Tejada-Lara et al.","2015","53470","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","","","-73.916664","-10.633333","IN 010","","","PE","Ucayali","","estimated from map","minutes","","","gp_mid","-70.72","-9.88","201","PE","","Ipururo","","","","","","","","","","","","","sandstone","","poorly lithified","sandy,conglomeratic","Y","mudstone","","poorly lithified","silty","","shallow subtidal indet.","foreland basin","","macrofossils","","","mandibles","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","","","","","","","2005- 2007","MUSM","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1243580","occ","","","146290","n. gen. Urumaquia n. sp. robusta","species","309458","","Urumaquia robusta","","species","309458","Late Miocene","","11.608","5.333","Carlini et al.","2006","53493","Chordata","Mammalia","Xenarthra","Megatheriidae","Urumaquia","","","","","-70.250000","11.200000","Mirandabradys Urumaco 02","","","VE","Falcon","","based on nearby landmark","minutes","outcrop","Nearby landmark: Urumaco, Falcon state, Venezuela","gp_mid","-67.66","11.59","203","VE","","Urumaco","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","good","","","","","","","","","","","","taxonomic","","","","","","A. Carlini","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1243585","occ","","","163860","n. gen. Proeremotherium n. sp. eljebe","species","309460","","Proeremotherium eljebe","","species","309460","Pliocene","","5.333","2.588","Carlini et al.","2006","53493","Chordata","Mammalia","Xenarthra","Megatheriidae","Proeremotherium","","","","","-70.291664","11.259722","1.5 km Northwest of Cerro Chiguaje","","Codore, El jebe member","VE","Falcon","Urumaco","based on political unit","seconds","local area","","gp_mid","-69.10","11.51","203","VE","","Codore","","El Jebe","","","","","","","","","","T","sandstone","""cross stratification"",brown","","","Y","","","","","","fluvial-deltaic indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1255598","occ","","","122033","Megatheriidae indet.","family","43608","","Megatheriidae","","family","43608","Late Pliocene","","3.6","2.588","Forasiepi et al.","2014","54372","Chordata","Mammalia","Xenarthra","Megatheriidae","","","","","","-70.235558","11.297778","Vergel Member (San Gregorio Formation)","","","VE","Falcon","","stated in text","seconds","outcrop","","gp_mid","-69.35","11.49","203","VE","","San Gregorio","","Vergel","bed","","","","","","","","The Vergel Member is the lowest member of the San gregorio Formation","The sedimentary sequence represents the accumulation in distal alluvial fans and includes primarily mudstone and intercalations of fine- to coarse-grained sandstone with discontinuous beds of pebbly conglomerate (Quiróz and Jaramillo 2010)","mudstone","","","","","sandstone","","","","","alluvial fan","","The depositional environment is interpreted as an alluvial plain, with braided rivers, under subhumid conditions","macrofossils,mesofossils","none","none","teeth,osteoderms","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),field collection","","all microfossils","","","","","Museo Paleontológico de Urumaco (AMU-CURS)","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1255657","occ","","","166506","Megatheriidae sp.","genus","43608","","Megatheriidae","","family","43608","Early Miocene","","23.03","15.97","Moreno et al.","2015","54378","Chordata","Mammalia","Xenarthra","Megatheriidae","","","","","","-71.271385","11.948889","Vertebrates Castilletes Formation","","","CO","La Guajira","","stated in text","seconds","outcrop","Area between Patajau Valley and Makaraipao village in the central Cocinetas Basin","gp_mid","-64.96","12.57","203","CO","","Castilletes","","","formation","","","","","","","","","The formation is composed of grey massive mudstone, fossiliferous mudstone and siltstone, fossiliferous wackestone to packstone, and medium-grained to conglomeratic fossiliferous lithic to quartz sandstone. Thick successions of mudstone (~50 m) dominate the unit and form long valleys. Thin beds of biosparite and sandstone (50 cm to 2 m) are interbedded and form laterally extensive ridges. Sandstone often present planar and cross-bedded stratification. Sandy and silty facies increase toward the top of the formation, forming prominent hills. Fossiliferous horizons are common within the unit, with marine invertebrate fossils occurring in a broad range of facies (calcareous, sandy, silty, and muddy sediments), whereas terrestrial vertebrates tend to be restricted to muddy sediments and are often associated with freshwater invertebrate fossils. Sandy facies toward the top of the formation are also rich in vertebrate fossils.\r\n","mudstone","massive,gray","lithified","","","mudstone","massive,gray","lithified","sandy","","terrestrial indet.","pull-apart basin","The Castilletes Formation was deposited in a shallow marine (estuarine, lagoonal, and shallow subtidal) to fluvio-deltaic environment with strong fluvial influence.","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1255704","occ","","","166508","Megalonychidae sp.","genus","43596","","Megalonychidae","","family","43596","Late Pliocene","","3.6","2.588","Moreno et al.","2015","54378","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-71.323891","11.851111","Ware Vertebrates","","","CO","La Guajira","","stated in text","seconds","","The stratotype of the Ware Formation crops out in the hills located at the northernmost point of the Colombia-Venezuela border.","gp_mid","-70.43","12.05","203","CO","","","","","","","","","","","","","The marine invertebrate fauna of the Ware Formation shows a greater similarity with modern assemblages offshore of the Guajira Peninsula than with those of the underlying units. Few taxa provide finely resolved age constraints for the Ware Formation. Pectinids such as Amusium mortoni (early Pliocene to earliest Pleistocene), Euvola codercola (latest Miocene to Pliocene), and Nodipecten arnoldi (late Pliocene to early Pleistocene) suggest an age close to the Pliocene-Pleistocene boundary. A number of internal molds of a shell similar to Acrosterigma dalli (Heilprin, 1887) were also collected. Acrosterigma dalli is known only from the earliest Pleistocene of Florida, and is not easily confused with other cardiid bivalves. A mean age of 3.2 Ma (range of 3.40 Ma to 2.78 Ma) is calculated for the shell bed at the top of the formation from\r\n87 86 Sr/ Sr ratios. A late Pliocene (Piacenzian) age is assigned to the Ware Formation on the basis of macroinvertebrate biostratigraphy and 87Sr/86Sr isotope chronostratigraphy.","The formation is composed of greyish yellow fine lithic to quartz sandstone and muddy lithic to quartz sandstone, light grey mudstone, reddish grey pebbly conglomerate with sedimentary and metamorphic rock fragments, yellowish grey fossiliferous packstone, and sandy to conglomeratic beds with high fossil content. Lenticular conglomerates with sedimentary and metamorphic rock fragments, very rich in vertebrate fossils dominates the base of the sequence, they are interbedded with mudstone, sandy mudstone, and fossiliferous fine lithic to quartz sandstone with planar bedding (~7 m). Thick levels of fine lithic to quartz sandstone and sandy mudstone with cross- and planar bedding, and metric clinoforms compose the middle part of the sequence (~15 m). The uppermost horizon of the Ware comprises fossiliferous packstone with gravel-size fragments that vary laterally from packstone to sandy conglomerate (~3m).\r\n","sandstone","quartzose","lithified","","","sandstone","","lithified","muddy","","fluvial-deltaic indet.","pull-apart basin","The base of the Ware Formation was deposited in a fluvio-deltaic environment, whereas the marine invertebrate assemblage at the top of the unit contains taxa typical of exposed open-ocean shoreface and nearshore settings, but with proximity to coral reef habitats.","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"1255705","occ","","","166508","Megatheriidae sp.","genus","43608","","Megatheriidae","","family","43608","Late Pliocene","","3.6","2.588","Moreno et al.","2015","54378","Chordata","Mammalia","Xenarthra","Megatheriidae","","","","","","-71.323891","11.851111","Ware Vertebrates","","","CO","La Guajira","","stated in text","seconds","","The stratotype of the Ware Formation crops out in the hills located at the northernmost point of the Colombia-Venezuela border.","gp_mid","-70.43","12.05","203","CO","","","","","","","","","","","","","The marine invertebrate fauna of the Ware Formation shows a greater similarity with modern assemblages offshore of the Guajira Peninsula than with those of the underlying units. Few taxa provide finely resolved age constraints for the Ware Formation. Pectinids such as Amusium mortoni (early Pliocene to earliest Pleistocene), Euvola codercola (latest Miocene to Pliocene), and Nodipecten arnoldi (late Pliocene to early Pleistocene) suggest an age close to the Pliocene-Pleistocene boundary. A number of internal molds of a shell similar to Acrosterigma dalli (Heilprin, 1887) were also collected. Acrosterigma dalli is known only from the earliest Pleistocene of Florida, and is not easily confused with other cardiid bivalves. A mean age of 3.2 Ma (range of 3.40 Ma to 2.78 Ma) is calculated for the shell bed at the top of the formation from\r\n87 86 Sr/ Sr ratios. A late Pliocene (Piacenzian) age is assigned to the Ware Formation on the basis of macroinvertebrate biostratigraphy and 87Sr/86Sr isotope chronostratigraphy.","The formation is composed of greyish yellow fine lithic to quartz sandstone and muddy lithic to quartz sandstone, light grey mudstone, reddish grey pebbly conglomerate with sedimentary and metamorphic rock fragments, yellowish grey fossiliferous packstone, and sandy to conglomeratic beds with high fossil content. Lenticular conglomerates with sedimentary and metamorphic rock fragments, very rich in vertebrate fossils dominates the base of the sequence, they are interbedded with mudstone, sandy mudstone, and fossiliferous fine lithic to quartz sandstone with planar bedding (~7 m). Thick levels of fine lithic to quartz sandstone and sandy mudstone with cross- and planar bedding, and metric clinoforms compose the middle part of the sequence (~15 m). The uppermost horizon of the Ware comprises fossiliferous packstone with gravel-size fragments that vary laterally from packstone to sandy conglomerate (~3m).\r\n","sandstone","quartzose","lithified","","","sandstone","","lithified","muddy","","fluvial-deltaic indet.","pull-apart basin","The base of the Ware Formation was deposited in a fluvio-deltaic environment, whereas the marine invertebrate assemblage at the top of the unit contains taxa typical of exposed open-ocean shoreface and nearshore settings, but with proximity to coral reef habitats.","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1255706","occ","","","166508","Mylodontidae sp.","genus","43629","","Mylodontidae","","family","43629","Late Pliocene","","3.6","2.588","Moreno et al.","2015","54378","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","","","-71.323891","11.851111","Ware Vertebrates","","","CO","La Guajira","","stated in text","seconds","","The stratotype of the Ware Formation crops out in the hills located at the northernmost point of the Colombia-Venezuela border.","gp_mid","-70.43","12.05","203","CO","","","","","","","","","","","","","The marine invertebrate fauna of the Ware Formation shows a greater similarity with modern assemblages offshore of the Guajira Peninsula than with those of the underlying units. Few taxa provide finely resolved age constraints for the Ware Formation. Pectinids such as Amusium mortoni (early Pliocene to earliest Pleistocene), Euvola codercola (latest Miocene to Pliocene), and Nodipecten arnoldi (late Pliocene to early Pleistocene) suggest an age close to the Pliocene-Pleistocene boundary. A number of internal molds of a shell similar to Acrosterigma dalli (Heilprin, 1887) were also collected. Acrosterigma dalli is known only from the earliest Pleistocene of Florida, and is not easily confused with other cardiid bivalves. A mean age of 3.2 Ma (range of 3.40 Ma to 2.78 Ma) is calculated for the shell bed at the top of the formation from\r\n87 86 Sr/ Sr ratios. A late Pliocene (Piacenzian) age is assigned to the Ware Formation on the basis of macroinvertebrate biostratigraphy and 87Sr/86Sr isotope chronostratigraphy.","The formation is composed of greyish yellow fine lithic to quartz sandstone and muddy lithic to quartz sandstone, light grey mudstone, reddish grey pebbly conglomerate with sedimentary and metamorphic rock fragments, yellowish grey fossiliferous packstone, and sandy to conglomeratic beds with high fossil content. Lenticular conglomerates with sedimentary and metamorphic rock fragments, very rich in vertebrate fossils dominates the base of the sequence, they are interbedded with mudstone, sandy mudstone, and fossiliferous fine lithic to quartz sandstone with planar bedding (~7 m). Thick levels of fine lithic to quartz sandstone and sandy mudstone with cross- and planar bedding, and metric clinoforms compose the middle part of the sequence (~15 m). The uppermost horizon of the Ware comprises fossiliferous packstone with gravel-size fragments that vary laterally from packstone to sandy conglomerate (~3m).\r\n","sandstone","quartzose","lithified","","","sandstone","","lithified","muddy","","fluvial-deltaic indet.","pull-apart basin","The base of the Ware Formation was deposited in a fluvio-deltaic environment, whereas the marine invertebrate assemblage at the top of the unit contains taxa typical of exposed open-ocean shoreface and nearshore settings, but with proximity to coral reef habitats.","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1263270","occ","","","107993","Mylodontidae indet.","family","43629","","Mylodontidae","","family","43629","Laventan","","13.8","11.8","Tejada-Lara et al.","2015","53470","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","","","-73.131668","-10.562500","IN-DTC 20","","Inuya-Mapuya","PE","Ucayali","","estimated from map","seconds","","Río Inuya, c. 2 km downstream the confluence with Río Mapuya","gp_mid","-69.94","-9.83","201","PE","","Ipururo","","","","","","","","","","","","conglomerates, interpreted as storm deposits channelized in nearshore environment","conglomerate","","lithified","","Y","","","","","","lacustrine - large","","Pebas marine-like megalake.\r\n\r\nVertebrate remains accumulate mainly in Miocene conglomerates from the Ipururo Formation, inter- preted as storm deposits channelized in nearshore environment (Espurt et al. 2007, 2010)","macrofossils","","","","","","","Edentulous symphysis with canine alveoli (MUSM 1468) and left i1 (MUSM 1466)","body","","","","","","","","","","","","","general faunal/floral","field collection","","","","","","","MUSM: Museo de Historia Natural de la Universidad Nacional Mayor de San Marcos, Lima, Peru","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1305423","occ","","F","174730","Eionaletherium tanycnemius","species","332260","","Eionaletherium tanycnemius","","species","332260","Middle Miocene","Late Miocene","15.97","5.333","Rincón et al.","2015","57096","Chordata","Mammalia","Xenarthra","","Eionaletherium","","","","","-70.364723","11.196111","Buchivacoa Collection","","","VE","Falcón","Buchivacoa","","seconds","","","gp_mid","-67.21","11.84","203","VE","","Urumaco","","Upper","","Xenarthra","","","","","","","","","mudstone","","lithified","muddy","","","","poorly lithified","","","terrestrial indet.","","","macrofossils","some","many","skeletons","","","","","body","","","","","","","","","","","","","paleoecologic","surface (in situ),mechanical,field collection","","all macrofossils","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"1311175","occ","","","176043","n. gen. Paulocnus n. sp. petrifactus","species","335151","","Paulocnus petrifactus","","species","335151","Pliocene","Pleistocene","5.333","0.0117","Zijlstra et al.","2014","57743","Chordata","Mammalia","Xenarthra","Megalonychidae","Paulocnus","","","","","-68.832222","12.067778","Paulocnus locality","","lower part of the cave deposits of Tafelberg Santa Barbara","","Curaçao","","estimated from map","seconds","outcrop","","gp_mid","-67.94","12.25","203","","","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","mesofossils","none","none","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"1312368","occ","","","176147","Mylodontoidea indet.","superfamily","43628","","Mylodontoidea","","superfamily","43628","Late Oligocene","","28.4","23.03","Antoine et al.","2016","57830","Chordata","Mammalia","Xenarthra","","","","","1","fragments","-74.953659","-7.354480","CTA-61","","","PE","","","stated in text","5","outcrop","","gp_mid","-67.55","-6.80","201","PE","","Chambira","","base","","","","","","","","","","","not reported","","","","","","","","","","fluvial indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"1312369","occ","","","176147","Mylodontidae indet.","family","43629","","Mylodontidae","","family","43629","Late Oligocene","","28.4","23.03","Antoine et al.","2016","57830","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","1","fragments","-74.953659","-7.354480","CTA-61","","","PE","","","stated in text","5","outcrop","","gp_mid","-67.55","-6.80","201","PE","","Chambira","","base","","","","","","","","","","","not reported","","","","","","","","","","fluvial indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1312421","occ","","","176149","cf. Pseudoprepotherium sp.","genus","43644","","Pseudoprepotherium","","genus","43644","Early Miocene","","23.03","15.97","Antoine et al.","2016","57830","Chordata","Mammalia","Xenarthra","Mylodontidae","Pseudoprepotherium","","","1","elements","-74.955513","-7.360530","CTA-63","","","PE","","","stated in text","5","outcrop","","gp_mid","-69.45","-6.57","201","PE","","Pebas","","base","","","","","","","","","Colhuehuapian SALMA","","not reported","","","","","","","","","","lacustrine indet.","","Lacustrine setting, marine influence","mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1312586","occ","","","176133","Mylodontoidea indet.","superfamily","43628","","Mylodontoidea","","superfamily","43628","Late Miocene","","11.608","5.333","Antoine et al.","2016","57830","Chordata","Mammalia","Xenarthra","","","","","1","elements","-74.957932","-7.364970","CTA-43","","","PE","","","stated in text","5","outcrop","","gp_mid","-72.67","-6.90","201","PE","","Pebas","","","","","","","","","","","Mayoan SALMA","Tidal interface","not reported","","","","","","","","","","coastal indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"1313603","occ","","","176205","Nematherium sp.","genus","43637","","Nematherium","","genus","43637","Early Miocene","","23.03","15.97","Kramarz et al.","2010","57941","Chordata","Mammalia","Xenarthra","Mylodontidae","Nematherium","","","1","specimens","-68.666664","-45.666668","Gran Barranca Upper Fossil Zone","","""Pinturan"" level","AR","Chubut","","estimated from map","minutes","outcrop","","gp_mid","-65.30","-45.09","291","AR","","Sarmiento","","Colhue-Huapi","bed","""Pinturan""","","","","","","","""Pinturan"" SALMA, Early Miocene, ca. 18.7–19.7 Ma.","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1314984","occ","","","141368","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Colhuehuapian","","21","17.5","Vera et al.","2015","58073","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","1","specimens","-68.738052","-45.666668","Gran Barranca - southern cliff of lake Colhué Huapí","","","AR","Chubut","","estimated from map","seconds","basin","Southern cliff of Lake Colhué Huapí","gp_mid","-65.60","-45.08","291","AR","","Sarmiento","","Colhué Huapí","member","Colhuehuapian","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","field collection","MLP","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"1315035","occ","","","176269","Octodontotherium sp.","genus","43639","","Octodontotherium","","genus","43639","Deseadan","","29","21","Marshall et al.","1986","13081","Chordata","Mammalia","Xenarthra","Mylodontidae","Octodontotherium","","","","","-68.351387","-46.680832","Pico Truncado","","","AR","Santa Cruz","","estimated from map","seconds","local area","""at and near Cerro Pico Truncado, about 15 km southwest of the town of Pico Truncado on the north side of the Rio Deseado, northern Santa Cruz Province""","gp_mid","-63.95","-46.34","291","AR","","Sarmiento","","","formation","","","","","","","","Deseadan in age on the basis of mammals. Marshall et al. (1986) suggested the mammalian fauna is older than a basalt dated at 33.6 +/- 0.4 Ma, but this is inconsistent with currently accepted dates for the Deseadan SALMA.","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","survey of museum collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1315056","occ","","","176466","Megalonychidae ? indet.","family","43596","","Megalonychidae","","family","43596","Deseadan","","29","21","Cerdeño","2012","58076","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-69.700836","-36.553612","Quebrada Fiera","","","AR","Mendoza","Malargüe","","seconds","outcrop","","gp_mid","-64.38","-36.17","291","AR","","Agua de la Piedra","Malargüe","","","","","","","","","","","""Above these conglomerates, 37 m of white-grayish tuffs and tobaceous paleosols, with laminated or massive parallel stratification constitute the fossiliferous level of Quebrada Fiera""","not reported","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"1315163","occ","","","176487","Scelidodon ? sp.","genus","43645","","Scelidodon","","genus","43645","Deseadan","","29","21","Mones and Ubilla","1978","58093","Chordata","Mammalia","Xenarthra","Mylodontidae","Scelidodon","","","","","-58.415833","-33.621944","Palmirense","","","UY","","","based on nearby landmark","seconds","basin","General locality for Fray Bentos Formation exposures in coastal western Uruguay, between Fray Bentos (Depto. Río Negro) and Punta Gorda (Depto. Colonia).","gp_mid","-52.91","-33.82","202","UY","","Fray Bentos","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"1315901","occ","","","176622","Hapalops sp.","genus","43614","","Hapalops","","genus","43614","Santacrucian","","17.5","16.3","Fernicola et al.","2014","58194","Chordata","Mammalia","Xenarthra","","Hapalops","","","","","-69.673332","-50.160557","Barrancas Blancas upper","","","AR","Santa Cruz","","stated in text","seconds","local area","An old Ameghino locality relocated by Fernicola et al. (2014). ""During our exploration between Basalt Glen and Swamp Bend, we observed badlands exposures of pale horizontal strata approximately 6 km in length from east (S 50 9038.3100 e W 69 40023.4000) to west (S 50 12031.7000 e W 69  43010.6600 ). The eastern end of this exposure is located in Es- tancia Aguada Grande whereas the western end is located in the Ea. Santa Lucia (Topographic Chart Estancia Santa Lucia, 5169-2).""","gp_mid","-67.34","-49.51","291","AR","","Santa Cruz","","","formation","","","","","","","","","It is covered transitionally by the upper section which is assigned to the Santa Cruz Formation, composed by nearly 100 m of well stratified, yel- low to greenish siltstone and tabular claystone beds, with evidence of paleosol formation. Sandstone beds are infrequent and abundant pyroclastic material is observed mixed with the epiclastic material, as well as thick tuff beds (Fig. 4).","not reported","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","","","","","","C. Ameghino","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"1315914","occ","","","176623","Hapalops sp.","genus","43614","","Hapalops","","genus","43614","Santacrucian","","17.5","16.3","Fernicola et al.","2014","58194","Chordata","Mammalia","Xenarthra","","Hapalops","","","","","-70.373055","-50.270279","Segundas Barrancas Blancas","176593","","AR","Santa Cruz","","stated in text","seconds","local area","An old Ameghino locality relocated by Fernicola et al. (2014). \r\n\r\n""This locality was omitted in the letter that Carlos Ameghino sent to his brother Florentino on May 6, 1887. However, his Travel Diary mentions that he found an important fossiliferous site, which he informally called Segundas Barrancas Blancas, located West of Barrancas Blancas and East of Yaten Huageno (Fig. 2). Carlos did not use that name in his 1890 publication, but he gave further geographical details to locate this fossiliferous locality slightly West of Basalt Glen and about 45 km East of Yaten Huageno (Fig. 2). The different geographical references of the three accounts are com- plementary. We locate an extensive outcrop of about 14 km in length from East (S 50 16012.4800 e W 70 22023.2100 W) to West (S 50 16051.90 00 e W 70 17054.7600). The western end of this exposure is located at Ea. Cordon Alto, while the eastern end is at Ea. Rincon Grande (Topographic Chart Estancia La Barrancosa, 5169-1). The exposures lie at the bottom of the valley, where the river erodes its southern slope.""","gp_mid","-68.04","-49.60","291","AR","","Santa Cruz","","","formation","","","","","","","","","""90 m of horizontal strata of tabular geometry, composed of greenish and yellow siltstones and tabular to lenticular beds of gray sandstones""","not reported","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","","","","","","C. Ameghino","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
